EpisodeNumber,Date,LastName,FirstName,City,State,GameWinner,TotalAtt,TotalBuz,TotalBuzPercentage,TotalCorrect,TotalIncorrect,CorrectPercentage,TotalDdCorrect,TotalDdIncorrect,TotalDdWinnings,FinalScore,TotalTripleStumpers
8756,"December 5, 2023",CHAIKIN,ANDREW,SAN FRANCISCO,CALIFORNIA,true,45,23,51.00,19,6,76.00,2,0,6400,0,0
8756,"December 5, 2023",MIERSWA,MATT,RIVER EDGE,NEW JERSEY,false,39,24,62.00,19,6,76.00,0,1,-2600,0,0
8751,"December 4, 2023",MARKHAM,JULIA,BROOKLYN,NEW YORK,true,43,21,49.00,19,2,90.00,0,0,0,0,0
8751,"December 4, 2023",CORRIGAN,FINN,VISTA,CALIFORNIA,false,32,15,47.00,14,1,93.00,0,0,0,0,0
8751,"December 4, 2023",THOMAS-McGILL,KRISTEN,Originally LOUISVILLE,KENTUCKY,false,38,18,47.00,16,5,76.00,1,2,-2800,0,0
8746,"December 1, 2023",MARCOTTE,GARRETT,BOULDER,COLORADO,true,44,21,48.00,23,1,96.00,3,0,9000,0,0
8746,"December 1, 2023",HWANG,BRYCE,PHILADELPHIA,PENNSYLVANIA,false,42,21,50.00,17,4,81.00,0,0,0,0,0
8746,"December 1, 2023",BARKER,BRIANNE,MADISON,NEW JERSEY,false,39,16,41.00,15,1,94.00,0,0,0,0,0
8741,"November 30, 2023",VANDENBERG,TYLER,Currently Serving In STUTTGART,GERMANY,true,33,16,48.00,18,1,95.00,2,1,1600,0,0
8741,"November 30, 2023",DONEGAN,CIARA,WASHINGTON,DC,false,32,24,75.00,23,1,96.00,0,0,0,0,0
8741,"November 30, 2023",HOVE,ALISA,ASHEVILLE,NORTH CAROLINA,false,31,11,35.00,10,1,91.00,0,0,0,0,0
8736,"November 29, 2023",TALSMA,RHONE,CHICAGO,ILLINOIS,false,43,28,65.00,23,5,82.00,0,0,0,0,0
8736,"November 29, 2023",KLUGMAN,NELL,BROOKLYN,NEW YORK,false,37,12,32.00,12,1,92.00,1,0,5600,0,0
8736,"November 29, 2023",BAER,HENRY,SAN FRANCISCO,CALIFORNIA,true,28,11,39.00,12,1,92.00,1,1,-1600,0,0
8731,"November 28, 2023",JAZWINSKI,JEN,ALGONQUIN,ILLINOIS,false,40,12,30.00,11,3,79.00,1,1,-2200,0,0
8731,"November 28, 2023",CHASE,DENNIS,PALM SPRINGS,CALIFORNIA,false,40,23,58.00,22,1,96.00,0,0,0,0,0
8731,"November 28, 2023",CASCONE,NICK,Originally QUEENS,NEW YORK,true,33,18,55.00,19,0,100.00,1,0,1000,0,0
8726,"November 27, 2023",JAZWINSKI,JEN,ALGONQUIN,ILLINOIS,false,45,28,62.00,25,4,86.00,1,0,1000,0,0
8726,"November 27, 2023",CHASE,DENNIS,PALM SPRINGS,CALIFORNIA,false,42,16,38.00,14,3,82.00,0,1,-7000,0,0
8726,"November 27, 2023",CASCONE,NICK,Originally QUEENS,NEW YORK,false,35,11,31.00,12,0,100.00,1,0,6000,0,0
8711,"November 24, 2023",NELSON,FRED,FRESNO,CALIFORNIA,false,41,15,37.00,13,2,87.00,0,0,0,0,0
8711,"November 24, 2023",MAURER,DANIELLE,PEACHTREE CORNERS,GEORGIA,false,26,13,50.00,15,0,100.00,2,0,7200,0,0
8711,"November 24, 2023",CHASE,DENNIS,PALM SPRINGS,CALIFORNIA,true,48,28,58.00,28,1,97.00,1,0,8000,0,0
8706,"November 23, 2023",JAZWINSKI,JEN,ALGONQUIN,ILLINOIS,true,40,15,38.00,15,2,88.00,2,0,10000,0,0
8706,"November 23, 2023",HASHIMA,ED,SACRAMENTO,CALIFORNIA,false,44,26,59.00,26,1,96.00,1,0,4000,0,0
8706,"November 23, 2023",BEKKERMAN,AMY,DURHAM,NEW HAMPSHIRE,false,40,16,40.00,16,0,100.00,0,0,0,0,0
8701,"November 22, 2023",CASCONE,NICK,Originally QUEENS,NEW YORK,true,38,26,68.00,26,2,93.00,1,1,0,0,0
8701,"November 22, 2023",BOLIO,DEANNA,CAMPBELL,CALIFORNIA,false,31,9,29.00,7,2,78.00,0,0,0,0,0
8701,"November 22, 2023",SEKELSKY,KIT,KENT,OHIO,false,32,18,56.00,15,4,79.00,0,1,-4000,0,0
8696,"November 21, 2023",HEISE,NICK,MADISON,WISCONSIN,false,25,13,52.00,11,2,85.00,0,0,0,1,0
8696,"November 21, 2023",HASHIMA,ED,SACRAMENTO,CALIFORNIA,true,46,25,54.00,23,4,85.00,2,0,11000,0,0
8696,"November 21, 2023",OLIVE,SANDY,SAINT LOUIS,MISSOURI,false,46,23,50.00,20,4,83.00,1,0,2600,0,0
8691,"November 20, 2023",JOHNSON,VERLINDA,MEMPHIS,TENNESSEE,false,29,12,41.00,10,2,83.00,0,0,0,0,0
8691,"November 20, 2023",HIRSH,KEVIN,FORT LAUDERDALE,FLORIDA,false,28,13,46.00,11,2,85.00,0,0,0,0,0
8691,"November 20, 2023",BOLIO,DEANNA,CAMPBELL,CALIFORNIA,true,36,28,78.00,25,6,81.00,3,0,8600,0,0
8686,"November 17, 2023",MAURER,DANIELLE,PEACHTREE CORNERS,GEORGIA,true,30,14,47.00,14,1,93.00,1,0,3200,0,0
8686,"November 17, 2023",FERRARA,DAVID,LOS ANGELES,CALIFORNIA,false,37,12,32.00,11,2,85.00,0,1,-2400,0,0
8686,"November 17, 2023",CADWALLADER,CARRIE,AURORA,COLORADO,false,44,33,75.00,30,4,88.00,1,0,5000,0,0
8681,"November 16, 2023",BEKKERMAN,AMY,DURHAM,NEW HAMPSHIRE,true,36,17,47.00,15,3,83.00,1,0,1000,0,0
8681,"November 16, 2023",MOON,TIM,LOS ANGELES,CALIFORNIA,false,31,20,65.00,16,4,80.00,0,0,0,0,0
8681,"November 16, 2023",PLUMMER,SCOTT,GOLDEN,COLORADO,false,35,15,43.00,13,4,76.00,0,2,-7600,0,0
8676,"November 15, 2023",CAGLIO,LEAH,Originally PHOENIX,ARIZONA,false,49,24,49.00,21,3,88.00,0,0,0,0,0
8676,"November 15, 2023",SEKELSKY,KIT,KENT,OHIO,true,39,21,54.00,18,3,86.00,0,0,0,0,0
8676,"November 15, 2023",ROZYCKI,HENRY,RICHMOND,VIRGINIA,false,38,13,34.00,12,4,75.00,3,0,12100,0,0
8671,"November 14, 2023",CASCONE,NICK,Originally QUEENS,NEW YORK,true,36,22,61.00,22,2,92.00,1,1,2400,0,0
8671,"November 14, 2023",DEUTSCH,BRANDON,LONG BEACH,CALIFORNIA,false,32,17,53.00,16,1,94.00,0,0,0,0,0
8671,"November 14, 2023",WHITE,EMILY,WILMINGTON,DELAWARE,false,32,13,41.00,11,3,79.00,0,1,-2200,0,0
8666,"November 13, 2023",FIASCO,EMILY,SAINT LOUIS,MISSOURI,false,30,17,57.00,16,1,94.00,0,0,0,0,0
8666,"November 13, 2023",CRANE,STUART,KALISPELL,MONTANA,false,37,18,49.00,16,4,80.00,2,0,13200,0,0
8666,"November 13, 2023",NELSON,FRED,FRESNO,CALIFORNIA,true,40,23,58.00,21,3,88.00,1,0,5000,0,0
8661,"November 10, 2023",JOHNSON,ALAN,METUCHEN,NEW JERSEY,false,39,21,54.00,19,3,86.00,1,0,2200,0,0
8661,"November 10, 2023",CHASE,DENNIS,PALM SPRINGS,CALIFORNIA,true,48,27,56.00,22,6,79.00,0,1,-1500,0,0
8661,"November 10, 2023",LAZO,KATE,WALNUT CREEK,CALIFORNIA,false,31,13,42.00,12,2,86.00,1,0,2600,0,0
8656,"November 9, 2023",FONVILLE,CHARLIE,LOS ANGELES,CALIFORNIA,false,29,13,45.00,14,1,93.00,1,1,-100,0,0
8656,"November 9, 2023",JAZWINSKI,JEN,ALGONQUIN,ILLINOIS,true,35,19,54.00,18,2,90.00,1,0,2600,0,0
8656,"November 9, 2023",TAKIMOTO,MATT,MORAGA,CALIFORNIA,false,40,23,58.00,20,3,87.00,0,0,0,0,0
8651,"November 8, 2023",SANDS,EMILY,CHANHASSEN,MINNESOTA,true,53,23,43.00,22,1,96.00,0,0,0,0,0
8651,"November 8, 2023",COTTER,JILANA,DADE CITY,FLORIDA,false,47,15,32.00,17,0,100.00,2,0,13200,0,0
8651,"November 8, 2023",CRAIG,AARON,Originally TORONTO,ONTARIO,false,38,20,53.00,14,7,67.00,0,1,-5600,0,0
8646,"November 7, 2023",SANDS,EMILY,CHANHASSEN,MINNESOTA,false,56,20,36.00,20,2,91.00,2,0,9600,0,0
8646,"November 7, 2023",COTTER,JILANA,DADE CITY,FLORIDA,false,55,25,45.00,24,2,92.00,0,1,-9000,0,0
8646,"November 7, 2023",CRAIG,AARON,Originally TORONTO,ONTARIO,false,44,16,36.00,13,3,81.00,0,0,0,0,0
8641,"November 6, 2023",PAI,DAVE,Originally MECHANICSBURG,PENNSYLVANIA,false,36,23,64.00,22,3,88.00,0,2,-4200,0,0
8641,"November 6, 2023",COTTER,JILANA,DADE CITY,FLORIDA,true,44,19,43.00,16,4,80.00,1,0,2900,0,0
8641,"November 6, 2023",ADAMS,BRIAN,BIG BEAR LAKE,CALIFORNIA,false,37,13,35.00,10,3,77.00,0,0,0,0,0
8631,"November 3, 2023",TALLIE,T.J.,SAN DIEGO,CALIFORNIA,false,35,14,40.00,11,3,79.00,0,0,0,0,0
8631,"November 3, 2023",WIEGAND,LEAH,AUSTIN,TEXAS,false,32,14,44.00,14,2,88.00,1,1,-4000,0,0
8631,"November 3, 2023",CRAIG,AARON,Originally TORONTO,ONTARIO,true,37,21,57.00,20,2,91.00,0,1,-4000,0,0
8626,"November 2, 2023",RAPP,DAVE,VALLEY VILLAGE,CALIFORNIA,false,43,16,37.00,16,0,100.00,0,0,0,0,0
8626,"November 2, 2023",SANDS,EMILY,CHANHASSEN,MINNESOTA,true,45,25,56.00,26,2,93.00,2,1,6800,0,0
8626,"November 2, 2023",HILL,YOSHIE,COLMA,CALIFORNIA,false,36,14,39.00,12,2,86.00,0,0,0,0,0
8621,"November 1, 2023",HILL,DANA,THOUSAND OAKS,CALIFORNIA,false,43,21,49.00,19,3,86.00,1,0,3000,0,0
8621,"November 1, 2023",DONEHOWER,NANCY,PORTLAND,OREGON,false,31,14,45.00,12,2,86.00,0,0,0,0,0
8621,"November 1, 2023",RAPP,DAVE,VALLEY VILLAGE,CALIFORNIA,true,41,21,51.00,20,3,87.00,1,1,4000,0,0
8616,"October 31, 2023",CRAIG,AARON,Originally TORONTO,ONTARIO,true,43,22,51.00,22,1,96.00,1,0,1000,0,0
8616,"October 31, 2023",PARAMESWARAN,HARI,CUPERTINO,CALIFORNIA,false,42,28,67.00,25,5,83.00,1,1,-3600,0,0
8616,"October 31, 2023",HARGROVE,KATIE,REDONDO BEACH,CALIFORNIA,false,32,6,19.00,5,1,83.00,0,0,0,0,0
8611,"October 30, 2023",TALLIE,T.J.,SAN DIEGO,CALIFORNIA,true,36,29,81.00,27,4,87.00,1,1,2400,0,0
8611,"October 30, 2023",REZA,SARAH,HYATTSVILLE,MARYLAND,false,27,16,59.00,13,4,76.00,0,1,-2200,0,0
8611,"October 30, 2023",FOSTER,JAY,RANCHO PALOS VERDES,CALIFORNIA,false,30,7,23.00,6,1,86.00,0,0,0,800,0
8606,"October 27, 2023",LOH,ERICK,NORTHRIDGE,CALIFORNIA,false,37,21,57.00,19,2,90.00,0,0,0,0,0
8606,"October 27, 2023",BURNS,CORY,RIVERSIDE,CALIFORNIA,false,33,14,42.00,14,3,82.00,2,1,0,0,0
8606,"October 27, 2023",ADAMS,BRIAN,BIG BEAR LAKE,CALIFORNIA,true,43,19,44.00,16,3,84.00,0,0,0,0,0
8601,"October 26, 2023",HILL,YOSHIE,COLMA,CALIFORNIA,true,34,10,29.00,8,3,73.00,0,1,-2000,0,0
8601,"October 26, 2023",MAGGIO,MASON,LOS ANGELES,CALIFORNIA,false,38,26,68.00,25,2,93.00,0,1,-6000,0,0
8601,"October 26, 2023",FREITAS,TONY,CLAREMONT,CALIFORNIA,false,36,17,47.00,13,5,72.00,0,1,-2800,0,0
8596,"October 25, 2023",CHAIDEZ,CARLOS,BURBANK,CALIFORNIA,false,38,16,42.00,16,1,94.00,1,0,1000,0,0
8596,"October 25, 2023",SANDS,EMILY,CHANHASSEN,MINNESOTA,true,49,27,55.00,25,4,86.00,2,0,9000,0,0
8596,"October 25, 2023",HOWARD,PHILLIP,SANTA CLARITA,CALIFORNIA,false,32,13,41.00,13,0,100.00,0,0,0,0,0
8591,"October 24, 2023",CRUPI,STEVE,LAS VEGAS,NEVADA,false,37,23,62.00,20,3,87.00,0,0,0,0,0
8591,"October 24, 2023",COTTER,JILANA,DADE CITY,FLORIDA,true,42,21,50.00,20,3,87.00,2,0,5200,0,0
8591,"October 24, 2023",VIGNA,JOHN,LOS ANGELES,CALIFORNIA,false,23,9,39.00,6,4,60.00,0,1,-700,2,0
8586,"October 23, 2023",APPLEBAUM,ISAAC,MOUNTAIN VIEW,CALIFORNIA,false,25,18,72.00,16,4,80.00,0,2,-3100,0,0
8586,"October 23, 2023",PALUMBO,PASQUALE,HAWTHORNE,NEW YORK,false,34,23,68.00,17,7,71.00,0,1,-2500,0,0
8586,"October 23, 2023",WIEGAND,LEAH,AUSTIN,TEXAS,true,25,13,52.00,10,3,77.00,0,0,0,0,0
8581,"October 20, 2023",PAI,DAVE,Originally MECHANICSBURG,PENNSYLVANIA,true,39,24,62.00,23,3,88.00,1,1,-1600,0,0
8581,"October 20, 2023",CHOU,WILLIAM,CHEVERLY,MARYLAND,false,31,9,29.00,7,2,78.00,0,0,0,0,0
8581,"October 20, 2023",HUCEK,KRISTIN,WASHINGTON,DC,false,29,14,48.00,12,3,80.00,1,0,3000,0,0
8576,"October 19, 2023",STAPLETON,SAM,LOS GATOS,CALIFORNIA,false,38,21,55.00,20,2,91.00,0,1,-10000,0,0
8576,"October 19, 2023",SAAK,JOSH,BOISE,IDAHO,true,43,22,51.00,19,4,83.00,1,0,7200,0,0
8576,"October 19, 2023",RICKETTS,LUCY,ATLANTA,GEORGIA,false,36,15,42.00,14,2,88.00,1,0,1800,0,0
8571,"October 18, 2023",STAPLETON,SAM,LOS GATOS,CALIFORNIA,false,41,18,44.00,17,2,89.00,1,0,4000,0,0
8571,"October 18, 2023",SAAK,JOSH,BOISE,IDAHO,false,40,22,55.00,19,3,86.00,0,0,0,0,0
8571,"October 18, 2023",RICKETTS,LUCY,ATLANTA,GEORGIA,false,34,14,41.00,15,1,94.00,1,1,-3000,0,0
8566,"October 17, 2023",FELDMANN,JOE,BETHESDA,MARYLAND,false,28,15,54.00,11,5,69.00,0,1,-2800,0,0
8566,"October 17, 2023",NGUYEN,DANIEL,SAN JOSE,CALIFORNIA,false,30,18,60.00,14,4,78.00,0,0,0,0,0
8566,"October 17, 2023",RICKETTS,LUCY,ATLANTA,GEORGIA,true,46,25,54.00,23,4,85.00,0,2,-8400,0,0
8561,"October 16, 2023",SAAK,JOSH,BOISE,IDAHO,true,38,20,53.00,16,4,80.00,0,0,0,0,0
8561,"October 16, 2023",BLANCHETTE,KENDRA,ELK GROVE,CALIFORNIA,false,32,16,50.00,16,2,89.00,1,1,-600,0,0
8561,"October 16, 2023",REIGHARD,DANE,LOS ANGELES,CALIFORNIA,false,30,19,63.00,19,1,95.00,1,0,2000,0,0
8556,"October 13, 2023",STAPLETON,SAM,LOS GATOS,CALIFORNIA,true,39,20,51.00,19,2,90.00,1,0,4000,0,0
8556,"October 13, 2023",LONG,LAWRENCE,EAST BEND,NORTH CAROLINA,false,36,19,53.00,17,3,85.00,1,0,2200,0,0
8556,"October 13, 2023",VELASCO,JOE,Originally LA MIRADA,CALIFORNIA,false,31,20,65.00,16,5,76.00,0,1,-2500,0,0
8551,"October 12, 2023",CLARKE,STEVE,CHESAPEAKE,VIRGINIA,false,39,22,56.00,22,2,92.00,1,1,1500,0,0
8551,"October 12, 2023",CASTELO,VALERIE,SAN LEANDRO,CALIFORNIA,false,36,15,42.00,12,4,75.00,0,1,-2000,0,0
8551,"October 12, 2023",SAAK,JOSH,BOISE,IDAHO,true,41,18,44.00,18,0,100.00,0,0,0,0,0
8546,"October 11, 2023",STAPLETON,SAM,LOS GATOS,CALIFORNIA,true,41,24,59.00,25,1,96.00,2,0,9600,0,0
8546,"October 11, 2023",WON,ROBERT,WASHINGTON,D.C.,false,41,17,41.00,17,1,94.00,0,1,-8000,0,0
8546,"October 11, 2023",FOSSETT,KARLA,SACO,MAINE,false,32,13,41.00,11,2,85.00,0,0,0,0,0
8541,"October 10, 2023",BRILES,MORGAN,NORMAN,OKLAHOMA,false,42,22,52.00,22,1,96.00,1,0,2500,0,0
8541,"October 10, 2023",VELASCO,JOE,Originally LA MIRADA,CALIFORNIA,true,33,15,45.00,14,2,88.00,1,0,2000,0,0
8541,"October 10, 2023",KAINE,ROBERT,LOS ANGELES,CALIFORNIA,false,31,19,61.00,14,6,70.00,1,0,2000,0,0
8536,"October 9, 2023",HOFFMAN,PHIL,Originally MOUNTAIN LAKES,NEW JERSEY,false,36,13,36.00,11,4,73.00,1,1,-3010,189,0
8536,"October 9, 2023",CONNERS,CAMRON,RANCHO SANTA MARGARITA,CALIFORNIA,false,36,20,56.00,15,5,75.00,0,0,0,0,0
8536,"October 9, 2023",RICKETTS,LUCY,ATLANTA,GEORGIA,true,32,20,63.00,20,1,95.00,1,0,3000,0,0
8531,"October 6, 2023",NGUYEN,DANIEL,SAN JOSE,CALIFORNIA,true,39,22,56.00,20,4,83.00,2,0,6400,0,0
8531,"October 6, 2023",GLASSMAN,MATT,LOS ANGELES,CALIFORNIA,false,40,22,55.00,23,0,100.00,1,0,4000,0,0
8531,"October 6, 2023",LOGAN,JAMIE,AUGUSTA,MAINE,false,39,13,33.00,11,2,85.00,0,0,0,0,0
8526,"October 5, 2023",SARGENT,BRENDAN,Originally WORCESTER,MASSACHUSETTS,false,41,22,54.00,20,2,91.00,0,0,0,0,0
8526,"October 5, 2023",GANSKE,AMANDA,AUSTIN,TEXAS,false,31,19,61.00,15,6,71.00,1,1,2000,0,0
8526,"October 5, 2023",FELDMANN,JOE,BETHESDA,MARYLAND,true,34,15,44.00,14,2,88.00,1,0,4200,0,0
8521,"October 4, 2023",ROBERTS,EVAN,LOUISVILLE,KENTUCKY,false,37,14,38.00,12,2,86.00,0,0,0,0,0
8521,"October 4, 2023",BLANCHETTE,KENDRA,ELK GROVE,CALIFORNIA,true,34,18,53.00,20,0,100.00,2,0,6600,0,0
8521,"October 4, 2023",BUSSARD,JOHN,Originally RINGOES,NEW JERSEY,false,41,21,51.00,19,3,86.00,1,0,6000,0,0
8516,"October 3, 2023",LONG,LAWRENCE,EAST BEND,NORTH CAROLINA,true,42,25,60.00,24,4,86.00,3,0,9800,0,0
8516,"October 3, 2023",HILL,KATRINA,ALEXANDRIA,VIRGINIA,false,26,14,54.00,13,1,93.00,0,0,0,0,0
8516,"October 3, 2023",MARRERO,GREG,HUNTINGTON BEACH,CALIFORNIA,false,32,12,38.00,12,0,100.00,0,0,0,0,0
8511,"October 2, 2023",THAKUR,BURT,PALM SPRINGS,CALIFORNIA,false,43,21,49.00,15,7,68.00,0,1,-2000,0,0
8511,"October 2, 2023",SEAMAN,EMILY,HOUSTON,TEXAS,false,37,17,46.00,12,5,71.00,0,0,0,0,0
8511,"October 2, 2023",REIGHARD,DANE,LOS ANGELES,CALIFORNIA,true,36,21,58.00,19,4,83.00,1,1,-800,0,0
8476,"September 29, 2023",GOULD,MICHALLE,LAGUNA BEACH,CALIFORNIA,false,33,12,36.00,12,0,100.00,0,0,0,0,0
8476,"September 29, 2023",COTTER,JILANA,DADE CITY,FLORIDA,true,45,22,49.00,21,3,88.00,2,0,5200,0,0
8476,"September 29, 2023",FECTEAU,BARB,BEVERLY,MASSACHUSETTS,false,38,22,58.00,19,4,83.00,0,1,-7200,0,0
8471,"September 28, 2023",GOULD,MICHALLE,LAGUNA BEACH,CALIFORNIA,false,35,15,43.00,13,2,87.00,0,0,0,0,0
8471,"September 28, 2023",COTTER,JILANA,DADE CITY,FLORIDA,false,44,23,52.00,22,2,92.00,1,0,1200,0,0
8471,"September 28, 2023",FECTEAU,BARB,BEVERLY,MASSACHUSETTS,false,35,22,63.00,17,7,71.00,0,2,-7400,0,0
8466,"September 27, 2023",FECTEAU,BARB,BEVERLY,MASSACHUSETTS,true,35,20,57.00,15,7,68.00,1,1,800,0,0
8466,"September 27, 2023",LUCAS,MARK,REDONDO BEACH,CALIFORNIA,false,35,19,54.00,15,5,75.00,0,1,-3800,0,0
8466,"September 27, 2023",PISTORIUS,ALLISON,HOUSTON,TEXAS,false,33,16,48.00,13,3,81.00,0,0,0,0,0
8461,"September 26, 2023",GOULD,MICHALLE,LAGUNA BEACH,CALIFORNIA,true,31,17,55.00,16,1,94.00,0,0,0,0,0
8461,"September 26, 2023",SAVAGE,OLLIE,BURBANK,CALIFORNIA,false,36,26,72.00,23,4,85.00,0,1,-2000,0,0
8461,"September 26, 2023",KAYE,DAVID,SCOTTSDALE,ARIZONA,false,28,10,36.00,10,2,83.00,1,1,1000,0,0
8456,"September 25, 2023",FILADELFO,ELAINE,WASHINGTON,D.C.,false,43,17,40.00,16,2,89.00,0,1,-3000,0,0
8456,"September 25, 2023",COTTER,JILANA,DADE CITY,FLORIDA,true,45,21,47.00,20,2,91.00,1,0,2600,0,0
8456,"September 25, 2023",BEAZLEY,COLIN,WEST PALM BEACH,FLORIDA,false,36,18,50.00,15,4,79.00,0,1,-3500,0,0
8451,"September 22, 2023",SUNG,PAM,AMHERST,NEW YORK,false,34,14,41.00,14,1,93.00,0,1,-1000,0,0
8451,"September 22, 2023",KIM,ROB,PORTLAND,OREGON,false,40,19,48.00,16,4,80.00,1,0,4000,0,0
8451,"September 22, 2023",BOLIO,DEANNA,CAMPBELL,CALIFORNIA,true,36,19,53.00,16,4,80.00,1,0,2400,0,0
8446,"September 21, 2023",SUNG,PAM,AMHERST,NEW YORK,false,41,22,54.00,21,3,88.00,2,0,5000,0,0
8446,"September 21, 2023",KIM,ROB,PORTLAND,OREGON,false,31,17,55.00,12,5,71.00,0,0,0,0,0
8446,"September 21, 2023",BOLIO,DEANNA,CAMPBELL,CALIFORNIA,false,34,16,47.00,16,1,94.00,1,0,2400,0,0
8441,"September 20, 2023",ROSS,BRIAN,LOS ANGELES,CALIFORNIA,false,32,15,47.00,14,1,93.00,0,0,0,0,0
8441,"September 20, 2023",LAMB,ALEX,LAKE FOREST,CALIFORNIA,false,38,22,58.00,16,7,70.00,0,1,-2200,0,0
8441,"September 20, 2023",SUNG,PAM,AMHERST,NEW YORK,true,44,18,41.00,18,2,90.00,1,1,0,0,0
8436,"September 19, 2023",KIM,ROB,PORTLAND,OREGON,true,33,19,58.00,16,4,80.00,1,0,2000,0,0
8436,"September 19, 2023",HALVORSEN,MORGAN,SILVER SPRING,MARYLAND,false,29,15,52.00,12,3,80.00,0,0,0,0,0
8436,"September 19, 2023",DEVEREAUX,ELIZABETH,LAWRENCE,KANSAS,false,23,15,65.00,16,1,94.00,1,1,-2600,0,0
8431,"September 18, 2023",GOODMAN,ELLIOTT,CULVER CITY,CALIFORNIA,false,46,20,43.00,16,4,80.00,0,0,0,0,0
8431,"September 18, 2023",BOLIO,DEANNA,CAMPBELL,CALIFORNIA,true,46,20,43.00,19,1,95.00,0,0,0,0,0
8431,"September 18, 2023",WALKS,MATT,Originally BILLINGS,MONTANA,false,44,21,48.00,19,5,79.00,1,2,-3000,0,0
8426,"September 15, 2023",MAYBURY,DAVID,Originally RICHMOND,VIRGINIA,false,44,18,41.00,18,1,95.00,1,0,2000,0,0
8426,"September 15, 2023",TUCKER,JILL,MULINO,OREGON,false,29,12,41.00,11,1,92.00,0,0,0,0,0
8426,"September 15, 2023",PARAMESWARAN,HARI,CUPERTINO,CALIFORNIA,true,38,25,66.00,26,1,96.00,1,1,-2000,0,0
8421,"September 14, 2023",MAYBURY,DAVID,Originally RICHMOND,VIRGINIA,false,45,27,60.00,25,2,93.00,0,0,0,0,0
8421,"September 14, 2023",TUCKER,JILL,MULINO,OREGON,false,36,15,42.00,15,2,88.00,2,0,5800,0,0
8421,"September 14, 2023",PARAMESWARAN,HARI,CUPERTINO,CALIFORNIA,false,30,14,47.00,13,2,87.00,1,0,2200,0,0
8416,"September 13, 2023",PARAMESWARAN,HARI,CUPERTINO,CALIFORNIA,true,42,16,38.00,14,2,88.00,0,0,0,0,0
8416,"September 13, 2023",VORREYER,DONNA,WILLOWBROOK,ILLINOIS,false,42,20,48.00,20,3,87.00,1,2,-7200,799,0
8416,"September 13, 2023",WIERMAN,MATT,LA PALMA,CALIFORNIA,false,41,21,51.00,19,2,90.00,0,0,0,0,0
8411,"September 12, 2023",LAWRENCE,CODY,SHERMAN OAKS,CALIFORNIA,false,31,11,35.00,12,0,100.00,1,0,2400,0,0
8411,"September 12, 2023",MAYBURY,DAVID,Originally RICHMOND,VIRGINIA,true,45,21,47.00,22,1,96.00,2,0,8200,0,0
8411,"September 12, 2023",SCHULMAN,SUSAN,GREENSBORO,VERMONT,false,39,22,56.00,21,1,95.00,0,0,0,0,0
8406,"September 11, 2023",TUCKER,JILL,MULINO,OREGON,true,37,17,46.00,16,3,84.00,1,1,2400,0,0
8406,"September 11, 2023",OSTLER,GABRIEL,ORINDA,CALIFORNIA,false,33,16,48.00,13,4,76.00,0,1,-2600,0,0
8406,"September 11, 2023",ALLEN,DEREK,Originally CASSOPOLIS,MICHIGAN,false,29,18,62.00,16,2,89.00,0,0,0,0,0
8256,"July 28, 2023",PARTRIDGE,LUCAS,LAS VEGAS,NEVADA,true,36,24,67.00,22,3,88.00,0,1,-2400,0,0
8256,"July 28, 2023",BISHOP,SHARON,PAWTUCKET,RHODE ISLAND,false,30,20,67.00,19,3,86.00,1,1,0,0,0
8256,"July 28, 2023",CHAVEZ,MONIKA,ALHAMBRA,CALIFORNIA,false,25,8,32.00,5,3,63.00,0,0,0,0,0
8251,"July 27, 2023",PARTRIDGE,LUCAS,LAS VEGAS,NEVADA,true,32,23,72.00,21,3,88.00,1,0,2000,0,0
8251,"July 27, 2023",SCHAFFER,ALICIA,INDIANAPOLIS,INDIANA,false,33,18,55.00,16,4,80.00,1,1,-200,0,0
8251,"July 27, 2023",RAZAVI,ZACH,SAINT PAUL,MINNESOTA,false,16,4,25.00,3,1,75.00,0,0,0,0,0
8246,"July 26, 2023",SISSON,JULIE,EVERETT,WASHINGTON,false,22,10,45.00,8,2,80.00,0,0,0,0,0
8246,"July 26, 2023",PARTRIDGE,LUCAS,LAS VEGAS,NEVADA,true,38,23,61.00,22,2,92.00,0,1,-100,0,0
8246,"July 26, 2023",MUHLER,ALEX,OAKLAND,CALIFORNIA,false,40,22,55.00,20,4,83.00,1,1,-3000,0,0
8241,"July 25, 2023",CLAGETT,TAYLOR,Originally CHESAPEAKE BEACH,MARYLAND,false,30,14,47.00,14,2,88.00,2,0,4100,978,0
8241,"July 25, 2023",KNOWLES,ANDREW,PORTLAND,OREGON,false,36,25,69.00,17,8,68.00,0,0,0,0,0
8241,"July 25, 2023",SISSON,JULIE,EVERETT,WASHINGTON,true,33,15,45.00,14,2,88.00,0,1,-4000,0,0
8236,"July 24, 2023",CLAGETT,TAYLOR,Originally CHESAPEAKE BEACH,MARYLAND,true,40,28,70.00,25,6,81.00,1,2,2100,0,0
8236,"July 24, 2023",FINE,SIMONA,GREAT NECK,NEW YORK,false,31,10,32.00,8,2,80.00,0,0,0,0,0
8236,"July 24, 2023",FOUTZ,IAN,CAMARILLO,CALIFORNIA,false,26,16,62.00,12,4,75.00,0,0,0,0,0
8231,"July 21, 2023",BERRY,NIK,BALTIMORE,MARYLAND,false,26,10,38.00,9,2,82.00,0,1,-5000,0,0
